gene_id	geneSymbol	mean	median	longest_isoform	merged	gene_category
ENSG00000175535.6	PNLIP	999	999	1483	1539	protein_coding
ENSG00000232091.1	PNLIPP1	675	675	675	675	unprocessed_pseudogene
ENSG00000187021.15	PNLIPRP1	1191	858	3415	4986	protein_coding
ENSG00000266200.6	PNLIPRP2	1111	1407	1482	1574	polymorphic_pseudogene
ENSG00000203837.5	PNLIPRP3	2374	2374	2374	2374	protein_coding
ENSG00000176903.5	PNMA1	2602	2602	2602	2602	protein_coding
ENSG00000240694.9	PNMA2	1128	592	4730	5564	protein_coding
ENSG00000183837.9	PNMA3	2739	3158	3627	3748	protein_coding
ENSG00000198883.12	PNMA5	3177	3192	3213	3428	protein_coding
ENSG00000235961.6	PNMA6A	2238	2238	2238	2238	protein_coding
ENSG00000268883.2	PNMA6B	1200	1200	1200	1200	unprocessed_pseudogene
ENSG00000214897.5	PNMA6E	2992	2992	3389	3431	protein_coding
ENSG00000225110.3	PNMA6F	3294	3294	3294	3294	protein_coding
ENSG00000182013.18	PNMA8A	2530	3335	3684	3696	protein_coding
ENSG00000204851.7	PNMA8B	2520	2520	4677	4887	protein_coding
ENSG00000277531.2	PNMA8C	4255	4255	4255	4255	protein_coding
ENSG00000141744.4	PNMT	818	821	958	1162	protein_coding
ENSG00000100941.9	PNN	1152	640	3537	4203	protein_coding
ENSG00000115946.8	PNO1	1133	616	2242	2630	protein_coding
ENSG00000168081.9	PNOC	982	1033	1310	1990	protein_coding
ENSG00000198805.12	PNP	1197	1007	2573	4134	protein_coding
ENSG00000180316.12	PNPLA1	1767	1602	2332	3034	protein_coding
ENSG00000177666.17	PNPLA2	1322	969	2726	3831	protein_coding
ENSG00000100344.11	PNPLA3	1521	1480	2753	3193	protein_coding
ENSG00000006757.12	PNPLA4	2326	2655	3342	3411	protein_coding
ENSG00000235451.1	PNPLA4P1	305	305	305	305	unprocessed_pseudogene
ENSG00000100341.12	PNPLA5	2039	2197	2540	2544	protein_coding
ENSG00000032444.17	PNPLA6	1441	669	4617	7161	protein_coding
ENSG00000130653.16	PNPLA7	3257	4150	5308	9845	protein_coding
ENSG00000135241.17	PNPLA8	2098	1530	4569	5673	protein_coding
ENSG00000108439.11	PNPO	1760	1372	3657	5226	protein_coding
ENSG00000138035.15	PNPT1	2012	1281	4549	5291	protein_coding
ENSG00000229241.1	PNPT1P1	2315	2315	2315	2315	processed_pseudogene
ENSG00000233272.1	PNPT1P2	2050	2050	2050	2050	processed_pseudogene
ENSG00000146278.11	PNRC1	1417	1345	2092	2992	protein_coding
ENSG00000189266.13	PNRC2	1238	814	2428	2763	protein_coding
ENSG00000228217.1	PNRC2P1	420	420	420	420	processed_pseudogene
ENSG00000164087.8	POC1A	1898	1936	1999	2274	protein_coding
ENSG00000139323.14	POC1B	1592	870	5840	8769	protein_coding
ENSG00000270344.3	POC1B-AS1	5148	5148	8158	8158	lncRNA
ENSG00000259075.6	POC1B-GALNT4	3821	3821	5436	5500	protein_coding
ENSG00000152359.15	POC5	980	738	2185	3415	protein_coding
ENSG00000174348.14	PODN	1978	1852	3248	4899	protein_coding
ENSG00000132000.13	PODNL1	1195	739	2744	4168	protein_coding
ENSG00000128567.17	PODXL	2182	803	6170	6893	protein_coding
ENSG00000114631.11	PODXL2	2175	2175	2175	2175	protein_coding
ENSG00000124429.18	POF1B	2917	2917	3863	4003	protein_coding
ENSG00000101346.14	POFUT1	1790	959	5226	6417	protein_coding
ENSG00000186866.17	POFUT2	1761	842	4825	5862	protein_coding
ENSG00000143157.12	POGK	4319	5751	6254	8463	protein_coding
ENSG00000163389.12	POGLUT1	1676	1361	3598	7072	protein_coding
ENSG00000143442.22	POGZ	2309	617	6655	10301	protein_coding
ENSG00000101868.13	POLA1	2695	2101	5765	15547	protein_coding
ENSG00000014138.9	POLA2	1532	1186	3544	5568	protein_coding
ENSG00000070501.12	POLB	756	675	1341	4106	protein_coding
ENSG00000062822.15	POLD1	2064	1340	3524	4934	protein_coding
ENSG00000106628.11	POLD2	860	671	2158	3695	protein_coding
ENSG00000213730.3	POLD2P1	997	997	997	997	processed_pseudogene
ENSG00000077514.9	POLD3	1242	782	3788	5501	protein_coding
ENSG00000175482.9	POLD4	1045	879	1793	3054	protein_coding
ENSG00000004142.12	POLDIP2	2097	2097	2670	2670	protein_coding
ENSG00000100227.18	POLDIP3	2052	2006	3491	3650	protein_coding
ENSG00000177084.18	POLE	2527	1561	8673	16790	protein_coding
ENSG00000100479.13	POLE2	909	668	1792	2955	protein_coding
ENSG00000148229.13	POLE3	1788	2151	2396	2607	protein_coding
ENSG00000115350.12	POLE4	624	565	1097	2000	protein_coding
ENSG00000140521.17	POLG	1825	736	5318	7699	protein_coding
ENSG00000256525.8	POLG2	1178	788	3559	4545	protein_coding
ENSG00000170734.12	POLH	4007	3322	8368	8368	protein_coding
ENSG00000203362.2	POLH-AS1	990	990	990	990	lncRNA
ENSG00000232970.1	POLHP1	470	470	470	470	processed_pseudogene
ENSG00000101751.10	POLI	1531	793	6133	9471	protein_coding
ENSG00000122008.15	POLK	2171	2019	5911	9105	protein_coding
ENSG00000166169.17	POLL	1579	1457	2914	5420	protein_coding
ENSG00000122678.17	POLM	1413	1055	3218	4662	protein_coding
ENSG00000130997.16	POLN	1449	599	3978	7721	protein_coding
ENSG00000051341.14	POLQ	4816	4798	9055	9382	protein_coding
ENSG00000068654.16	POLR1A	2398	582	12480	13519	protein_coding
ENSG00000125630.16	POLR1B	2290	680	7527	8997	protein_coding
ENSG00000171453.20	POLR1C	1360	1277	2444	5505	protein_coding
ENSG00000186184.19	POLR1D	1268	1004	4592	11210	protein_coding
ENSG00000137054.16	POLR1E	1963	1855	2229	2499	protein_coding
ENSG00000181222.19	POLR2A	1888	625	6751	8355	protein_coding
ENSG00000047315.17	POLR2B	1850	594	4108	5891	protein_coding
ENSG00000102978.13	POLR2C	901	777	1764	3666	protein_coding
ENSG00000228600.1	POLR2CP1	765	765	765	765	processed_pseudogene
ENSG00000144231.11	POLR2D	2159	1397	5038	5222	protein_coding
ENSG00000099817.12	POLR2E	1191	1074	2854	4870	protein_coding
ENSG00000100142.16	POLR2F	896	599	2070	7008	protein_coding
ENSG00000168002.12	POLR2G	868	829	1556	1902	protein_coding
ENSG00000163882.9	POLR2H	852	823	1802	3146	protein_coding
ENSG00000105258.9	POLR2I	595	542	993	1137	protein_coding
ENSG00000005075.15	POLR2J	858	858	932	1355	protein_coding
ENSG00000228049.7	POLR2J2	1206	1206	2065	2065	protein_coding
ENSG00000285437.1	POLR2J3	1401	729	4630	7195	protein_coding
ENSG00000214783.9	POLR2J4	3720	3720	6466	6492	transcribed_unprocessed_pseudogene
ENSG00000147669.11	POLR2K	837	947	1021	1673	protein_coding
ENSG00000258284.1	POLR2KP1	168	168	168	168	processed_pseudogene
ENSG00000224510.2	POLR2KP2	177	177	177	177	processed_pseudogene
ENSG00000177700.6	POLR2L	730	730	876	1126	protein_coding
ENSG00000238211.1	POLR2LP1	187	187	187	187	processed_pseudogene
ENSG00000255529.9	POLR2M	1698	910	4114	6508	protein_coding
ENSG00000148606.13	POLR3A	2371	1668	6610	8887	protein_coding
ENSG00000013503.10	POLR3B	2365	2350	4183	4768	protein_coding
ENSG00000186141.9	POLR3C	1432	1016	3777	4690	protein_coding
ENSG00000168495.13	POLR3D	2711	1202	5494	5583	protein_coding
ENSG00000214626.2	POLR3DP1	1176	1176	1176	1176	processed_pseudogene
ENSG00000058600.16	POLR3E	1643	727	4800	9486	protein_coding
ENSG00000132664.12	POLR3F	1140	700	2257	2669	protein_coding
ENSG00000113356.13	POLR3G	1694	763	3290	4024	protein_coding
ENSG00000121851.13	POLR3GL	1087	998	1600	1811	protein_coding
ENSG00000268295.1	POLR3GP1	261	261	261	261	transcribed_processed_pseudogene
ENSG00000266984.1	POLR3GP2	668	668	668	668	processed_pseudogene
ENSG00000100413.17	POLR3H	1859	1464	4468	6599	protein_coding
ENSG00000161980.6	POLR3K	1139	1139	1372	1869	protein_coding
ENSG00000232647.1	POLR3KP1	342	342	342	342	processed_pseudogene
ENSG00000265469.1	POLR3KP2	325	325	325	325	processed_pseudogene
ENSG00000099821.14	POLRMT	1181	1004	3771	5060	protein_coding
ENSG00000266066.1	POLRMTP1	3668	3668	3668	3668	processed_pseudogene
ENSG00000196313.11	POM121	5003	5320	7011	9822	protein_coding
ENSG00000205578.6	POM121B	2475	2475	2475	2475	unprocessed_pseudogene
ENSG00000272391.6	POM121C	2056	645	5867	8796	protein_coding
ENSG00000224124.3	POM121L10P	1285	1285	1285	1285	processed_pseudogene
ENSG00000221900.6	POM121L12	1293	1293	1293	1293	protein_coding
ENSG00000236339.1	POM121L13P	380	380	380	380	processed_pseudogene
ENSG00000218189.4	POM121L14P	1558	1558	1558	1558	processed_pseudogene
ENSG00000183169.6	POM121L1P	1884	1884	1934	2375	transcribed_unprocessed_pseudogene
ENSG00000158553.4	POM121L2	1785	1785	3108	3354	protein_coding
ENSG00000167390.8	POM121L3P	1163	1163	1163	1163	unprocessed_pseudogene
ENSG00000217261.4	POM121L4P	1589	1589	1891	1891	transcribed_unprocessed_pseudogene
ENSG00000243307.2	POM121L6P	1826	1826	1826	1826	processed_pseudogene
ENSG00000239511.2	POM121L7P	2404	2404	2404	2404	processed_pseudogene
ENSG00000229266.1	POM121L8P	1281	1281	1281	1281	processed_pseudogene
ENSG00000128262.8	POM121L9P	2357	1285	5018	5137	transcribed_unprocessed_pseudogene
ENSG00000115138.11	POMC	1161	1128	1426	1538	protein_coding
ENSG00000085998.14	POMGNT1	1628	970	3480	6189	protein_coding
ENSG00000144647.6	POMGNT2	2539	2539	2547	2671	protein_coding
ENSG00000185900.11	POMK	1849	1790	9535	12471	protein_coding
ENSG00000132963.8	POMP	1383	1383	1428	1462	protein_coding
ENSG00000130714.18	POMT1	1773	1873	3646	8408	protein_coding
ENSG00000009830.12	POMT2	1212	575	5647	10007	protein_coding
ENSG00000146707.14	POMZP3	1151	1259	1587	1861	protein_coding
ENSG00000005421.9	PON1	1145	818	2393	2657	protein_coding
ENSG00000105854.13	PON2	919	636	1876	3844	protein_coding
ENSG00000105852.11	PON3	1110	1051	2433	4119	protein_coding
ENSG00000104356.11	POP1	2268	1914	4739	4857	protein_coding
ENSG00000105171.10	POP4	899	608	2556	4308	protein_coding
ENSG00000167272.11	POP5	740	718	1086	2177	protein_coding
ENSG00000172336.5	POP7	666	666	850	911	protein_coding
ENSG00000121577.14	POPDC2	1148	1309	1958	2208	protein_coding
ENSG00000132429.10	POPDC3	1128	1027	1879	2280	protein_coding
ENSG00000127948.16	POR	1016	628	2532	6042	protein_coding
ENSG00000102312.23	PORCN	1320	1369	2112	3011	protein_coding
ENSG00000133110.15	POSTN	2288	3092	3301	5464	protein_coding
ENSG00000128513.16	POT1	2107	2602	3950	8717	protein_coding
ENSG00000224897.8	POT1-AS1	1370	1184	3252	17214	lncRNA
ENSG00000188877.12	POTEA	2099	2099	2268	2268	polymorphic_pseudogene
ENSG00000233917.9	POTEB	1393	1464	2143	2635	protein_coding
ENSG00000230031.10	POTEB2	1582	1582	1687	1687	protein_coding
ENSG00000278522.5	POTEB3	3553	2855	5816	6308	protein_coding
ENSG00000183206.17	POTEC	2932	1808	6556	7118	protein_coding
ENSG00000166351.10	POTED	1907	1907	1988	2636	protein_coding
ENSG00000188219.14	POTEE	2466	2072	4159	4192	protein_coding
ENSG00000196604.13	POTEF	2961	2961	4337	4704	protein_coding
ENSG00000187537.13	POTEG	2084	2073	2204	2509	protein_coding
ENSG00000198062.15	POTEH	1958	1964	2037	2293	protein_coding
ENSG00000236666.1	POTEH-AS1	2566	2566	2566	2566	lncRNA
ENSG00000196834.13	POTEI	2936	1999	6682	6847	protein_coding
ENSG00000222038.4	POTEJ	3370	3370	3370	3370	protein_coding
ENSG00000204434.6	POTEKP	3569	3569	3569	3569	unprocessed_pseudogene
ENSG00000222036.8	POTEM	3571	2073	6666	6971	protein_coding
ENSG00000064835.11	POU1F1	983	899	1488	1566	protein_coding
ENSG00000110777.12	POU2AF1	864	574	2875	6996	protein_coding
ENSG00000143190.23	POU2F1	6269	1896	14332	16031	protein_coding
ENSG00000028277.21	POU2F2	1709	873	6901	9072	protein_coding
ENSG00000137709.10	POU2F3	2026	1779	3428	6700	protein_coding
ENSG00000185668.8	POU3F1	2965	2965	2965	2965	protein_coding
ENSG00000184486.10	POU3F2	4885	4885	4885	4885	protein_coding
ENSG00000198914.5	POU3F3	4430	4430	4460	4803	protein_coding
ENSG00000196767.9	POU3F4	3838	3838	3838	3838	protein_coding
ENSG00000152192.8	POU4F1	4539	4539	4539	4539	protein_coding
ENSG00000151615.3	POU4F2	3144	3144	3144	3144	protein_coding
ENSG00000091010.6	POU4F3	2575	2575	2575	2575	protein_coding
ENSG00000204531.20	POU5F1	1261	1234	2276	2885	protein_coding
ENSG00000212993.5	POU5F1B	3433	3433	4765	4964	protein_coding
ENSG00000253382.3	POU5F1P2	823	823	823	823	processed_pseudogene
ENSG00000235602.5	POU5F1P3	1078	1078	1078	1078	processed_pseudogene
ENSG00000237872.4	POU5F1P4	1085	1085	1085	1085	processed_pseudogene
ENSG00000236375.3	POU5F1P5	658	658	658	658	processed_pseudogene
ENSG00000242551.2	POU5F1P6	990	990	990	990	unprocessed_pseudogene
ENSG00000248365.3	POU5F1P7	541	541	541	541	processed_pseudogene
ENSG00000248483.7	POU5F2	8381	8381	8381	8381	protein_coding
ENSG00000184271.17	POU6F1	1652	678	5157	6048	protein_coding
ENSG00000106536.21	POU6F2	2517	1531	6234	8320	protein_coding
ENSG00000224122.2	POU6F2-AS1	461	480	522	624	lncRNA
ENSG00000233854.2	POU6F2-AS2	1633	1633	1633	1633	lncRNA
ENSG00000183977.14	PP2D1	1683	1602	2119	2494	protein_coding
ENSG00000180817.12	PPA1	1156	715	3524	5166	protein_coding
ENSG00000138777.20	PPA2	829	746	1665	4640	protein_coding
ENSG00000130810.20	PPAN	1029	800	2302	2888	protein_coding
ENSG00000243207.6	PPAN-P2RY11	2523	2523	2661	2661	protein_coding
ENSG00000186951.16	PPARA	2319	569	9995	13219	protein_coding
ENSG00000112033.14	PPARD	3303	3516	3774	4457	protein_coding
ENSG00000132170.23	PPARG	1503	1699	2029	4535	protein_coding
ENSG00000109819.9	PPARGC1A	1450	756	6288	10870	protein_coding
ENSG00000155846.17	PPARGC1B	3588	3004	10569	12889	protein_coding
ENSG00000128059.8	PPAT	2004	928	4043	5439	protein_coding
ENSG00000241293.1	PPATP1	1547	1547	1547	1547	processed_pseudogene
ENSG00000271433.1	PPATP2	508	508	508	508	processed_pseudogene
ENSG00000163736.4	PPBP	1307	1307	1307	1307	protein_coding
ENSG00000250550.3	PPBPP1	373	373	373	373	transcribed_unprocessed_pseudogene
ENSG00000248848.1	PPBPP2	854	854	1362	1362	transcribed_unprocessed_pseudogene
ENSG00000138621.12	PPCDC	831	757	2215	3750	protein_coding
ENSG00000127125.9	PPCS	1092	879	2269	3412	protein_coding
ENSG00000125534.10	PPDPF	576	552	827	1053	protein_coding
ENSG00000168333.14	PPDPFL	1229	1315	1499	2059	protein_coding
ENSG00000086717.18	PPEF1	1309	903	2890	3513	protein_coding
ENSG00000237221.1	PPEF1-AS1	430	430	430	430	lncRNA
ENSG00000156194.18	PPEF2	1556	958	4163	4979	protein_coding
ENSG00000131626.19	PPFIA1	1899	745	6705	11714	protein_coding
ENSG00000139220.17	PPFIA2	2186	884	5674	8573	protein_coding
ENSG00000257467.6	PPFIA2-AS1	802	790	1080	2030	lncRNA
ENSG00000177380.14	PPFIA3	1873	1615	4583	6296	protein_coding
ENSG00000143847.15	PPFIA4	2927	2967	6434	9707	protein_coding
ENSG00000110841.14	PPFIBP1	1990	955	6001	11690	protein_coding
ENSG00000166387.13	PPFIBP2	1100	673	3328	9800	protein_coding
ENSG00000134283.18	PPHLN1	1462	1404	5975	12155	protein_coding
ENSG00000196262.15	PPIA	1903	2147	4776	6780	protein_coding
ENSG00000263353.3	PPIAL4A	660	660	660	660	protein_coding
ENSG00000263464.2	PPIAL4C	600	600	600	600	protein_coding
ENSG00000256374.2	PPIAL4D	495	495	495	495	protein_coding
ENSG00000271567.1	PPIAL4E	785	785	785	785	protein_coding
ENSG00000279782.2	PPIAL4F	785	785	785	785	protein_coding
ENSG00000236334.3	PPIAL4G	755	755	755	755	protein_coding
ENSG00000215351.3	PPIAP1	496	496	496	496	processed_pseudogene
ENSG00000224530.1	PPIAP10	458	458	458	458	processed_pseudogene
ENSG00000251495.1	PPIAP11	493	493	493	493	processed_pseudogene
ENSG00000237882.1	PPIAP13	478	478	478	478	processed_pseudogene
ENSG00000264775.1	PPIAP14	496	496	496	496	processed_pseudogene
ENSG00000244196.1	PPIAP15	484	484	484	484	processed_pseudogene
ENSG00000213509.4	PPIAP16	487	487	487	487	processed_pseudogene
ENSG00000225622.1	PPIAP17	471	471	471	471	processed_pseudogene
ENSG00000228169.3	PPIAP19	492	492	492	492	processed_pseudogene
ENSG00000227379.2	PPIAP2	492	492	492	492	processed_pseudogene
ENSG00000235686.1	PPIAP20	135	135	135	135	processed_pseudogene
ENSG00000226038.5	PPIAP21	501	501	501	501	processed_pseudogene
ENSG00000198618.5	PPIAP22	498	498	498	498	processed_pseudogene
ENSG00000214178.3	PPIAP23	497	497	497	497	processed_pseudogene
ENSG00000174408.8	PPIAP24	471	471	471	471	processed_pseudogene
ENSG00000229303.1	PPIAP25	540	540	540	540	processed_pseudogene
ENSG00000150276.8	PPIAP26	522	522	522	522	processed_pseudogene
ENSG00000234363.1	PPIAP27	265	265	265	265	processed_pseudogene
ENSG00000226633.2	PPIAP28	485	485	485	485	processed_pseudogene
ENSG00000214975.4	PPIAP29	499	499	499	499	processed_pseudogene
ENSG00000235044.1	PPIAP3	505	505	505	505	processed_pseudogene
ENSG00000206448.3	PPIAP30	519	519	519	519	processed_pseudogene
ENSG00000217094.2	PPIAP31	495	495	495	495	processed_pseudogene
ENSG00000233319.1	PPIAP32	472	472	472	472	processed_pseudogene
ENSG00000178654.11	PPIAP33	555	555	555	555	processed_pseudogene
ENSG00000234397.3	PPIAP34	492	492	492	492	processed_pseudogene
ENSG00000232369.1	PPIAP35	492	492	492	492	processed_pseudogene
ENSG00000236872.1	PPIAP36	325	325	325	325	processed_pseudogene
ENSG00000226003.2	PPIAP37	493	493	493	493	processed_pseudogene
ENSG00000233477.1	PPIAP38	483	483	483	483	processed_pseudogene
ENSG00000230018.1	PPIAP39	498	498	498	498	processed_pseudogene
ENSG00000258591.2	PPIAP4	366	366	366	366	processed_pseudogene
ENSG00000230593.3	PPIAP40	490	490	490	490	processed_pseudogene
ENSG00000254463.1	PPIAP41	480	480	480	480	processed_pseudogene
ENSG00000213592.4	PPIAP42	487	487	487	487	processed_pseudogene
ENSG00000255059.1	PPIAP43	504	504	504	504	processed_pseudogene
ENSG00000258118.1	PPIAP44	259	259	259	259	processed_pseudogene
ENSG00000258116.1	PPIAP45	476	476	476	476	processed_pseudogene
ENSG00000260266.1	PPIAP46	1580	915	3337	3702	transcribed_processed_pseudogene
ENSG00000260815.3	PPIAP47	495	495	495	495	processed_pseudogene
ENSG00000260187.2	PPIAP48	473	473	490	935	transcribed_processed_pseudogene
ENSG00000260471.1	PPIAP49	499	499	499	499	processed_pseudogene
ENSG00000258996.2	PPIAP5	348	348	348	348	processed_pseudogene
ENSG00000261330.1	PPIAP50	494	494	494	494	processed_pseudogene
ENSG00000260229.1	PPIAP51	497	497	497	497	processed_pseudogene
ENSG00000270606.1	PPIAP52	492	492	492	492	processed_pseudogene
ENSG00000223878.1	PPIAP53	489	489	489	489	processed_pseudogene
ENSG00000264655.1	PPIAP54	487	487	487	487	processed_pseudogene
ENSG00000228979.4	PPIAP55	490	490	490	490	processed_pseudogene
ENSG00000267663.1	PPIAP56	467	467	467	467	processed_pseudogene
ENSG00000266809.1	PPIAP57	248	248	248	248	processed_pseudogene
ENSG00000267258.1	PPIAP58	472	472	472	472	processed_pseudogene
ENSG00000228674.4	PPIAP59	493	493	493	493	processed_pseudogene
ENSG00000258477.1	PPIAP6	499	499	499	499	processed_pseudogene
ENSG00000226961.3	PPIAP60	492	492	492	492	processed_pseudogene
ENSG00000226473.2	PPIAP62	481	481	481	481	processed_pseudogene
ENSG00000231570.1	PPIAP63	264	264	264	264	processed_pseudogene
ENSG00000236259.1	PPIAP64	483	483	483	483	processed_pseudogene
ENSG00000233428.1	PPIAP65	492	492	492	492	processed_pseudogene
ENSG00000226131.1	PPIAP66	498	498	498	498	processed_pseudogene
ENSG00000237260.1	PPIAP67	441	441	441	441	processed_pseudogene
ENSG00000213739.3	PPIAP68	502	502	502	502	processed_pseudogene
ENSG00000228337.1	PPIAP69	241	241	241	241	processed_pseudogene
ENSG00000173810.9	PPIAP7	489	489	489	489	processed_pseudogene
ENSG00000232407.3	PPIAP70	495	495	495	495	processed_pseudogene
ENSG00000244183.1	PPIAP71	493	493	493	493	processed_pseudogene
ENSG00000174715.7	PPIAP72	504	504	504	504	processed_pseudogene
ENSG00000182000.9	PPIAP73	403	403	403	403	processed_pseudogene
ENSG00000220343.5	PPIAP74	490	490	490	490	processed_pseudogene
ENSG00000271131.1	PPIAP75	484	484	484	484	processed_pseudogene
ENSG00000250484.2	PPIAP76	529	529	529	529	processed_pseudogene
ENSG00000249092.1	PPIAP77	499	499	499	499	processed_pseudogene
ENSG00000234838.3	PPIAP78	490	490	490	490	processed_pseudogene
ENSG00000214853.5	PPIAP79	504	504	504	504	processed_pseudogene
ENSG00000225185.3	PPIAP8	492	492	492	492	processed_pseudogene
ENSG00000174495.12	PPIAP80	490	490	490	490	processed_pseudogene
ENSG00000213548.3	PPIAP81	346	346	346	346	processed_pseudogene
ENSG00000213455.3	PPIAP82	499	499	499	499	processed_pseudogene
ENSG00000242978.1	PPIAP83	489	489	489	489	processed_pseudogene
ENSG00000254152.1	PPIAP84	482	482	482	482	processed_pseudogene
ENSG00000254103.1	PPIAP85	481	481	481	481	processed_pseudogene
ENSG00000213873.4	PPIAP86	520	520	520	520	processed_pseudogene
ENSG00000219149.4	PPIAP87	490	490	490	490	processed_pseudogene
ENSG00000227350.1	PPIAP88	466	466	466	466	processed_pseudogene
ENSG00000223819.2	PPIAP89	482	482	482	482	processed_pseudogene
ENSG00000219797.2	PPIAP9	498	498	498	498	processed_pseudogene
ENSG00000234557.2	PPIAP90	397	397	397	397	processed_pseudogene
ENSG00000228728.1	PPIAP91	494	494	494	494	processed_pseudogene
ENSG00000166794.5	PPIB	827	893	1208	1723	protein_coding
ENSG00000168938.6	PPIC	1253	1253	1364	2082	protein_coding
ENSG00000171497.5	PPID	1071	789	1830	2516	protein_coding
ENSG00000084072.17	PPIE	1492	927	4651	11124	protein_coding
ENSG00000243970.3	PPIEL	1476	1070	2757	5416	transcribed_unprocessed_pseudogene
ENSG00000108179.14	PPIF	988	761	2196	2671	protein_coding
ENSG00000138398.17	PPIG	4001	2947	7445	10923	protein_coding
ENSG00000171960.12	PPIH	1271	1004	2467	5095	protein_coding
ENSG00000230911.1	PPIHP1	510	510	510	510	processed_pseudogene
ENSG00000137168.8	PPIL1	1431	1431	1516	1589	protein_coding
ENSG00000237951.1	PPIL1P1	499	499	499	499	processed_pseudogene
ENSG00000100023.19	PPIL2	2166	1830	4929	7669	protein_coding
ENSG00000240344.9	PPIL3	750	705	1370	2914	protein_coding
ENSG00000131013.4	PPIL4	1782	1782	2475	2889	protein_coding
ENSG00000185250.16	PPIL6	1622	1031	4031	4481	protein_coding
ENSG00000168781.22	PPIP5K1	2480	786	5718	8075	protein_coding
ENSG00000145725.20	PPIP5K2	3434	1063	15407	17270	protein_coding
ENSG00000118898.16	PPL	2959	2256	6251	7699	protein_coding
ENSG00000100614.18	PPM1A	2395	1553	8231	11907	protein_coding
ENSG00000250483.1	PPM1AP1	1135	1135	1135	1135	processed_pseudogene
ENSG00000138032.21	PPM1B	1782	1703	3877	7105	protein_coding
ENSG00000170836.12	PPM1D	2444	2260	4768	5044	protein_coding
ENSG00000175175.6	PPM1E	6560	6560	6560	6560	protein_coding
ENSG00000100034.14	PPM1F	1853	616	5587	10089	protein_coding
ENSG00000115241.11	PPM1G	2266	2210	3752	3995	protein_coding
ENSG00000111110.12	PPM1H	1778	584	6454	7164	protein_coding
ENSG00000155367.15	PPM1J	1536	1496	2474	2874	protein_coding
ENSG00000163644.15	PPM1K	2028	1007	6309	11371	protein_coding
ENSG00000163590.14	PPM1L	3693	1790	10906	12442	protein_coding
ENSG00000164088.18	PPM1M	1560	1790	2429	3607	protein_coding
ENSG00000213889.10	PPM1N	934	821	1953	2571	protein_coding
ENSG00000214517.10	PPME1	1893	1928	4055	7749	protein_coding
ENSG00000143224.18	PPOX	1061	963	2471	4725	protein_coding
ENSG00000172531.16	PPP1CA	1427	1443	2832	4073	protein_coding
ENSG00000213639.10	PPP1CB	1835	584	4916	5760	protein_coding
ENSG00000186298.12	PPP1CC	1460	1472	2797	6906	protein_coding
ENSG00000204569.10	PPP1R10	1074	559	4511	5202	protein_coding
ENSG00000255352.1	PPP1R10P1	1795	1795	1795	1795	processed_pseudogene
ENSG00000204619.8	PPP1R11	1612	1630	1723	2428	protein_coding
ENSG00000236216.5	PPP1R11P1	376	376	376	376	processed_pseudogene
ENSG00000231765.1	PPP1R11P2	382	382	382	382	processed_pseudogene
ENSG00000058272.19	PPP1R12A	1777	959	5620	11864	protein_coding
ENSG00000257557.2	PPP1R12A-AS1	3234	3234	3234	3234	lncRNA
ENSG00000077157.22	PPP1R12B	2760	1279	15431	21069	protein_coding
ENSG00000229238.3	PPP1R12BP1	1671	1671	1671	1671	unprocessed_pseudogene
ENSG00000205936.3	PPP1R12BP2	639	639	639	639	unprocessed_pseudogene
ENSG00000125503.13	PPP1R12C	1731	1262	4141	7803	protein_coding
ENSG00000088808.18	PPP1R13B	1788	778	5500	9573	protein_coding
ENSG00000104881.16	PPP1R13L	1496	648	3131	5028	protein_coding
ENSG00000167641.11	PPP1R14A	637	607	949	1442	protein_coding
ENSG00000173457.11	PPP1R14B	836	920	989	1658	protein_coding
ENSG00000213082.3	PPP1R14BP2	444	444	444	444	processed_pseudogene
ENSG00000179967.11	PPP1R14BP3	445	445	445	445	processed_pseudogene
ENSG00000213133.4	PPP1R14BP5	435	435	435	435	processed_pseudogene
ENSG00000198729.5	PPP1R14C	2219	2219	2219	2219	protein_coding
ENSG00000166143.10	PPP1R14D	748	748	750	867	protein_coding
ENSG00000087074.8	PPP1R15A	2037	2037	2350	3065	protein_coding
ENSG00000158615.9	PPP1R15B	5259	5259	5259	5259	protein_coding
ENSG00000160972.9	PPP1R16A	1329	675	4311	5414	protein_coding
ENSG00000101445.10	PPP1R16B	3233	3202	6259	6408	protein_coding
ENSG00000106341.11	PPP1R17	968	569	1768	1884	protein_coding
ENSG00000146112.12	PPP1R18	2455	2150	4597	4599	protein_coding
ENSG00000135447.17	PPP1R1A	1359	1199	2491	3984	protein_coding
ENSG00000255255.1	PPP1R1AP1	425	425	425	425	processed_pseudogene
ENSG00000261084.1	PPP1R1AP2	397	397	397	397	processed_pseudogene
ENSG00000131771.14	PPP1R1B	1361	1355	2879	4543	protein_coding
ENSG00000150722.10	PPP1R1C	1037	821	3004	4887	protein_coding
ENSG00000184203.8	PPP1R2	1229	872	3386	5123	protein_coding
ENSG00000162869.16	PPP1R21	1984	2481	3208	3998	protein_coding
ENSG00000196422.11	PPP1R26	3564	4640	4951	5307	protein_coding
ENSG00000225361.4	PPP1R26-AS1	1621	1464	3043	4184	lncRNA
ENSG00000238086.5	PPP1R26P1	3613	3613	3613	3613	processed_pseudogene
ENSG00000273643.1	PPP1R26P2	3595	3595	3595	3595	processed_pseudogene
